bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,fips,yearbuilt
2,1.0,904,162887,6037,1978
3,2.0,1316,132417,6037,1995
3,2.0,1332,201240,6037,1993
3,2.0,1393,157084,6037,1992
4,3.0,2652,220630,6037,1990
3,2.0,2030,231616,6037,1984
3,2.0,1823,184427,6037,1971
2,1.0,840,62147,6037,1954
4,3.0,2730,295437,6037,1989
4,3.0,2292,276401,6037,1991
5,3.0,2839,276665,6037,1993
4,3.0,2402,270914,6037,1988
3,2.0,2160,261392,6037,1975
3,2.0,1902,134813,6037,1979
3,3.0,2854,248290,6037,1957
4,3.0,2737,333988,6037,1990
4,2.0,1378,55685,6037,1957
3,2.0,1120,112546,6037,1985
3,2.0,1134,123000,6037,1985
4,2.0,1384,42439,6037,1978
4,2.0,1384,117067,6037,1979
3,2.0,1176,116391,6037,1978
3,2.0,1143,136000,6037,1978
3,2.0,1134,87227,6037,1986
3,2.0,1050,123860,6037,1984
4,2.0,1804,147211,6037,1979
4,2.0,1522,122017,6037,1988
3,2.0,1305,68964,6037,1987
3,2.0,1402,56000,6037,1991
3,2.0,1402,100608,6037,1992
4,2.0,1756,102629,6037,1988
2,2.0,2394,177341,6037,1964
3,2.0,1430,190921,6037,1990
4,3.0,1736,197100,6037,1987
4,3.0,2175,307526,6037,1979
3,2.0,2184,340674,6037,1995
4,3.0,3112,458118,6037,1996
4,3.0,3102,393900,6037,1990
3,2.0,1537,173135,6037,1993
3,2.0,1260,148730,6037,1986
4,2.0,1729,219000,6037,1985
3,2.0,1190,153708,6037,1984
3,3.0,1805,165465,6037,1981
3,2.0,1296,163248,6037,1981
4,2.0,1707,154759,6037,1983
3,2.0,1936,221016,6037,1988
3,2.0,1485,157917,6037,1993
3,3.0,1752,138626,6037,1991
3,2.0,1663,156009,6037,1992
3,2.0,1837,223800,6037,1991
3,2.0,1426,140313,6037,1995
3,2.0,1503,109240,6037,1996
3,2.0,1244,167754,6037,1992
3,2.0,1264,113126,6037,1992
4,3.0,2196,202423,6037,1992
4,3.0,1969,238172,6037,1992
4,3.0,2267,263000,6037,1990
4,2.0,1753,53744,6037,1991
3,2.0,1537,162227,6037,1990
4,3.0,1910,150431,6037,1989
4,2.0,2381,271949,6037,1989
3,3.0,1631,154486,6037,1989
3,2.0,1229,143794,6037,1984
3,2.0,1229,133024,6037,1983
4,3.0,3026,217532,6037,1996
4,2.0,1600,152555,6037,1994
4,2.0,1750,234800,6037,2004
3,2.0,1528,181217,6037,1989
3,2.0,1158,136379,6037,1988
3,2.0,1208,90363,6037,1979
3,1.0,1536,114423,6037,1922
2,1.0,1222,84881,6037,1947
3,2.0,1290,172973,6037,1982
3,2.0,1100,149114,6037,1982
3,3.0,2048,172592,6037,1981
3,2.0,1345,151364,6037,1983
3,2.0,1675,179768,6037,1978
4,2.0,3570,396599,6037,2005
3,1.0,1320,177000,6037,1953
3,2.0,1600,104520,6037,1986
3,2.0,1140,119152,6037,1986
3,2.0,1104,178000,6037,1985
3,2.0,1576,183774,6037,1986
3,2.0,1100,108650,6037,1983
3,2.0,1077,185000,6037,1985
3,2.0,1050,151873,6037,1982
3,2.0,1350,172636,6037,1986
3,2.0,1390,186081,6037,1989
2,2.0,1152,173600,6037,1957
2,1.0,1090,48222,6037,1957
3,2.0,1134,121155,6037,1983
4,2.0,1807,217461,6037,1996
3,3.0,2341,169007,6037,1992
4,3.0,1965,194803,6037,1990
4,2.0,1665,174045,6037,1992
3,3.0,1732,244800,6037,1990
3,2.0,1285,131769,6037,1990
3,2.0,1202,120129,6037,1991
3,3.0,1995,227220,6037,1990
4,3.0,2671,185365,6037,2002
3,3.0,1929,234100,6037,1994
3,2.0,1980,132627,6037,1990
4,3.0,2090,236000,6037,1990
4,3.0,1874,240000,6037,1989
4,2.0,1836,139567,6037,1994
3,2.0,1700,214000,6037,1989
4,2.0,1767,219000,6037,1988
2,2.0,1045,133133,6037,1988
4,3.0,1658,213027,6037,1989
3,3.0,2513,251600,6037,1989
3,3.0,2513,148543,6037,1988
3,3.0,1692,136949,6037,1987
4,3.0,1658,111095,6037,1988
3,2.0,1897,260979,6037,1987
3,3.0,1969,181392,6037,1986
2,2.0,1260,160506,6037,1987
4,2.0,1401,141006,6037,1957
3,3.0,2190,181576,6037,1990
3,2.0,1215,135229,6037,1981
4,2.0,1120,109436,6037,1970
3,2.0,1041,195000,6037,1956
3,1.0,1156,113150,6037,1955
3,1.0,1048,119883,6037,1955
4,2.0,1176,91989,6037,1954
4,3.0,3106,229000,6037,1998
4,3.0,2420,194803,6037,1990
3,2.0,1287,147200,6037,1988
3,3.0,1995,182421,6037,1989
2,2.0,1078,134382,6037,1985
3,2.0,1386,146101,6037,1986
3,2.0,1391,132627,6037,1984
2,2.0,1300,85045,6037,1984
3,2.0,1115,75934,6037,1970
2,1.0,942,116218,6037,1972
5,2.0,2229,201264,6037,1968
3,2.0,1377,127276,6037,1989
3,2.0,1582,187821,6037,1986
3,2.0,1350,178000,6037,1987
3,2.0,1292,95331,6037,1986
4,2.0,1593,195000,6037,1983
4,3.0,1905,233000,6037,1980
3,2.0,1100,151451,6037,1973
3,2.0,1508,108776,6037,1966
2,1.0,800,95452,6037,1951
3,1.0,980,164000,6037,1955
3,1.0,1042,107402,6037,1954
3,2.0,1587,76323,6037,1957
4,3.0,1756,167631,6037,1987
3,1.0,983,71961,6037,1954
3,1.0,1076,132000,6037,1955
2,1.0,1780,125890,6037,1952
2,2.0,936,72509,6037,1948
3,2.0,1358,191182,6037,1991
4,3.0,1346,132627,6037,1988
3,3.0,1452,168959,6037,1986
2,2.0,924,66737,6037,1984
4,3.0,1346,163286,6037,1988
3,2.0,1502,193500,6037,1984
3,2.0,1574,188000,6037,1981
3,2.0,1264,124456,6037,1986
3,1.0,1083,63660,6037,1955
4,3.0,1356,203050,6037,1987
3,2.0,1054,98298,6037,1956
3,2.0,1080,147000,6037,1957
3,2.0,1293,110904,6037,2002
4,2.0,1196,145180,6037,1954
4,3.0,1502,137586,6037,1957
2,1.0,804,138800,6037,1957
4,3.0,1913,274414,6037,1998
4,3.0,2256,257811,6037,1987
3,2.0,1708,143776,6037,1977
3,1.0,1368,224000,6037,1951
2,2.0,1590,531253,6037,1953
3,3.0,1571,101213,6037,1956
4,3.0,2179,270000,6037,1993
4,3.0,2179,276484,6037,1991
4,3.0,1924,269236,6037,1989
4,3.0,2512,291800,6037,1996
4,3.0,2213,316400,6037,1990
3,3.0,2020,192997,6037,1986
3,2.0,1290,214900,6037,1986
4,2.0,1871,221681,6037,1994
3,3.0,1388,183042,6037,1992
3,2.0,1524,143963,6037,1989
4,3.0,2302,294086,6037,1993
4,3.0,2287,279900,6037,1990
4,2.0,1770,258888,6037,1989
3,3.0,1414,227000,6037,1989
4,3.0,1685,205591,6037,1986
3,2.0,1738,280000,6037,1992
3,2.0,1565,130423,6037,1957
3,2.0,1088,142400,6037,1955
3,1.0,1080,128358,6037,1952
4,2.0,1612,185680,6037,1993
2,2.0,1854,233563,6037,1990
5,3.0,2403,244370,6037,1991
4,3.0,2676,314065,6037,1990
3,2.0,1881,89254,6037,1994
4,3.0,1767,194385,6037,1993
4,3.0,2394,212299,6037,1990
3,2.0,1525,142802,6037,1991
3,3.0,1977,246822,6037,1991
4,3.0,2477,282146,6037,1989
5,3.0,2454,255610,6037,1994
4,3.0,2477,282628,6037,1987
4,4.0,3166,448711,6037,2004
3,3.0,2380,251679,6037,1983
4,3.0,2761,635480,6037,1978
4,3.0,2646,588494,6037,1979
4,2.0,1633,440536,6037,1973
4,3.0,2646,345128,6037,1979
4,3.0,3511,413249,6037,1978
3,2.0,1889,651000,6037,1976
3,2.0,1429,490679,6037,1972
4,2.0,1762,561555,6037,1966
4,3.0,2174,123803,6037,1966
4,2.0,1753,139092,6037,1972
3,2.0,1679,296057,6037,1974
4,2.0,2105,585074,6037,1966
4,3.0,2527,578676,6037,1983
4,3.0,3596,919000,6037,1980
3,2.0,1550,531200,6037,1972
4,3.0,1973,511000,6037,1988
4,3.0,1621,354378,6037,1988
4,3.0,1736,303150,6037,1989
5,4.0,3066,489143,6037,2001
5,4.0,3355,430923,6037,1999
4,3.0,2358,538000,6037,1999
4,3.0,1981,338824,6037,1994
4,3.0,1689,486699,6037,1993
3,3.0,1735,346081,6037,1988
2,2.0,1046,345184,6037,1987
3,3.0,1467,254512,6037,1985
3,2.0,1515,390331,6037,1983
2,2.0,1326,157963,6037,1963
4,2.0,1324,377968,6037,1978
2,2.0,1426,469500,6037,1972
3,2.0,1618,432728,6037,1972
4,2.0,1614,210543,6037,1977
5,3.0,2049,501969,6037,1974
3,2.0,1514,348674,6037,1973
3,2.0,1841,114943,6037,1969
4,2.0,1938,543906,6037,1977
3,3.0,2246,427143,6037,1976
4,3.0,2088,455931,6037,1976
4,2.0,1324,151109,6037,1976
3,2.0,1938,330450,6037,1980
2,2.0,1225,316529,6037,1968
5,3.0,2327,489513,6037,1968
5,3.0,2327,292530,6037,1970
5,3.0,2336,330452,6037,1967
4,3.0,2079,359722,6037,1968
3,2.0,1621,447064,6037,1967
4,3.0,2192,371360,6037,1969
3,2.0,1746,464675,6037,1999
4,3.0,2464,360464,6037,1998
3,3.0,1674,386849,6037,1994
3,3.0,1674,305104,6037,1994
3,3.0,1464,265717,6037,1985
3,2.0,1226,406099,6037,1975
4,2.0,1626,178916,6037,1970
3,3.0,2103,530000,6037,1992
3,2.0,1226,380500,6037,1975
3,2.0,1456,433886,6037,1964
3,2.0,2002,93581,6037,1964
4,2.0,1536,74196,6037,1963
5,3.0,2418,169164,6037,1964
4,2.0,2138,106819,6037,1964
4,3.0,1901,402627,6037,1984
4,3.0,1930,461846,6037,1986
5,3.0,2526,358880,6037,1989
3,2.0,1392,57736,6037,1966
4,3.0,1844,459000,6037,1965
4,3.0,2507,509480,6037,1996
2,2.0,1040,73472,6037,1985
3,2.0,1446,229288,6037,1977
3,2.0,891,185719,6037,1983
4,3.0,2230,81552,6037,1968
3,2.0,1316,297094,6037,1968
3,2.0,1392,247493,6037,1997
4,3.0,1862,485000,6037,1992
4,3.0,3441,603241,6037,1988
2,1.0,792,151803,6037,1939
2,1.0,949,263338,6037,1958
4,2.0,1912,162281,6037,1957
4,3.0,2171,457701,6037,1968
5,4.0,3284,498687,6037,1999
3,2.0,1304,403000,6037,1959
4,2.0,1424,160161,6037,1965
2,2.0,1478,393000,6037,1951
4,2.0,1272,288952,6037,1959
2,1.0,671,119625,6037,1954
4,4.0,3607,644812,6037,2001
5,4.0,3551,834158,6037,1999
4,4.0,3449,610034,6037,2001
4,3.0,2670,661000,6037,1999
4,4.0,3041,642247,6037,1998
5,4.0,3597,822000,6037,1999
3,2.0,2554,690000,6037,1999
3,2.0,1728,503055,6037,1987
3,2.0,1935,349662,6037,1966
3,2.0,1263,111648,6037,1977
5,3.0,2509,191070,6037,1970
3,3.0,2344,662741,6037,1970
4,3.0,2906,531574,6037,1986
4,3.0,2365,490051,6037,1968
4,3.0,2549,153608,6037,1976
4,2.0,1737,590000,6037,1968
3,3.0,2465,724000,6037,1966
4,3.0,2378,492983,6037,1966
4,3.0,2040,549866,6037,1999
4,3.0,2040,435895,6037,1999
4,3.0,2040,564478,6037,1997
3,3.0,2018,340151,6037,1989
4,3.0,2888,403901,6037,1987
4,3.0,2240,371729,6037,1986
4,2.0,1547,417301,6037,1979
3,2.0,1826,235248,6037,1979
3,3.0,1905,352582,6037,1994
4,2.0,1452,419802,6037,1970
3,2.0,1320,318309,6037,1971
4,3.0,2060,473197,6037,1969
3,2.0,1529,421328,6037,1975
4,3.0,1836,425755,6037,1971
3,3.0,2559,549328,6037,1991
5,4.0,3596,749800,6037,1997
3,2.0,1263,410000,6037,1976
4,3.0,2297,177897,6037,1972
3,2.0,1245,277076,6037,1972
3,2.0,1308,233062,6037,1968
4,3.0,1834,297711,6037,1965
4,2.0,1544,270838,6037,1965
4,2.0,1376,341653,6037,1964
3,2.0,1701,73712,6037,1965
3,2.0,1701,193070,6037,1965
4,2.0,1769,285007,6037,1996
4,3.0,2048,340566,6037,1989
4,2.0,1830,461000,6037,1971
3,2.0,1442,343553,6037,1972
3,2.0,1118,186014,6037,1960
3,3.0,2407,350819,6037,1990
3,2.0,1279,446709,6037,1985
3,2.0,1500,330325,6037,1959
3,2.0,1598,254855,6037,1965
3,2.0,1712,372791,6037,1963
3,2.0,1250,185386,6037,1966
3,2.0,1320,212475,6037,1967
5,3.0,2159,228670,6037,1965
3,2.0,1267,270560,6037,1973
3,2.0,1512,87542,6037,1959
3,1.0,920,209666,6037,1961
3,1.0,920,291264,6037,1961
3,2.0,1312,322470,6037,1961
4,2.0,1144,297812,6037,1962
3,1.0,920,249653,6037,1961
3,2.0,982,356200,6037,1961
4,2.0,1628,64150,6037,1968
4,2.0,1420,264321,6037,1967
3,2.0,1422,52519,6037,1962
4,2.0,1144,352080,6037,1962
3,2.0,1080,203548,6037,1962
3,2.0,1080,279821,6037,1962
4,2.0,1260,220707,6037,1963
5,2.0,1402,343474,6037,1963
5,2.0,1402,283269,6037,1963
3,2.0,1597,85717,6037,1973
4,2.0,1577,366906,6037,1988
4,4.0,2837,544085,6037,1965
3,2.0,1735,119865,6037,1942
4,2.0,1686,510744,6037,1962
3,2.0,1442,465000,6037,1956
4,3.0,1788,134646,6037,1956
3,3.0,2723,99362,6037,1964
3,2.0,1700,449134,6037,1958
3,2.0,1922,546000,6037,1957
3,3.0,1848,246944,6037,1978
3,2.0,1753,217820,6037,1962
4,2.0,1650,73057,6037,1956
3,2.0,1738,505000,6037,1957
3,2.0,1556,136571,6037,1977
3,2.0,1751,76176,6037,1956
2,1.0,1043,54630,6037,1949
3,2.0,1650,81753,6037,1959
4,2.0,2013,344274,6037,1954
3,2.0,1441,67058,6037,1956
4,3.0,1879,95101,6037,1956
3,1.0,1383,424245,6037,1952
4,2.0,1540,440100,6037,1974
3,2.0,1316,444679,6037,1956
3,2.0,1364,482000,6037,1957
3,2.0,1316,512000,6037,1957
4,3.0,2285,467231,6037,2001
3,1.0,1153,366306,6037,1952
3,1.0,1148,175763,6037,1952
4,2.0,1690,279704,6037,1956
3,3.0,1385,79480,6037,1952
3,2.0,2543,730638,6037,1952
3,2.0,1922,777000,6037,1957
2,3.0,2396,670948,6037,1957
2,2.0,2291,138732,6037,1956
3,3.0,2017,127473,6037,1956
3,2.0,1631,446554,6037,1960
3,2.0,1470,221092,6037,1960
5,4.0,2414,336261,6037,1961
4,2.0,1899,100600,6037,1957
3,2.0,1370,239776,6037,1957
3,2.0,1928,283123,6037,1957
4,3.0,2184,543906,6037,1963
4,2.0,1668,315918,6037,1961
4,2.0,1403,233110,6037,1961
4,2.0,1702,456862,6037,1958
4,3.0,2683,371457,6037,1960
5,4.0,3584,870253,6037,1969
3,2.0,1391,287535,6037,1958
3,2.0,1435,307677,6037,1957
4,3.0,2932,800000,6037,1958
3,2.0,1966,98955,6037,1958
4,2.0,1420,494426,6037,1957
3,2.0,1348,267039,6037,1958
4,3.0,2197,479773,6037,1959
4,2.0,2073,209308,6037,1959
3,2.0,1369,156495,6037,1959
3,2.0,1198,130069,6037,1957
3,2.0,1844,348477,6037,1975
4,3.0,2773,362417,6037,1977
3,3.0,2038,421949,6037,1959
4,3.0,2906,618913,6037,1978
3,3.0,2077,331061,6037,1975
5,3.0,2171,357552,6037,1977
3,2.0,1303,447299,6037,1959
3,2.0,1543,496000,6037,1959
4,3.0,2433,534455,6037,1964
2,1.0,1653,341407,6037,1947
3,3.0,1507,529000,6037,1955
3,2.0,1530,379262,6037,1949
3,2.0,1491,210485,6037,1956
4,2.0,2173,590000,6037,1974
4,3.0,1810,463114,6037,1959
3,2.0,1570,104195,6037,1960
5,4.0,3153,460819,6037,1958
3,2.0,1372,133330,6037,1970
4,3.0,2129,647000,6037,1967
4,2.0,1631,110337,6037,1969
5,4.0,3516,954821,6037,1989
3,2.0,1559,322176,6037,1961
4,2.0,1892,619346,6037,1972
5,3.0,2458,128773,6037,1964
3,2.0,1280,277090,6037,1971
4,3.0,2697,395402,6037,1975
4,3.0,2016,516712,6037,1967
3,3.0,2058,692500,6037,1959
4,3.0,2475,150528,6037,1957
4,3.0,2574,321296,6037,1968
4,3.0,2512,675000,6037,1966
3,2.0,2560,307407,6037,1947
3,3.0,2407,351464,6037,1981
4,3.0,2240,290208,6037,1977
4,2.0,1664,387826,6037,1964
4,3.0,1938,114897,6037,1964
4,3.0,1938,635000,6037,1965
4,2.0,2154,462901,6037,1964
5,3.0,2452,693805,6037,1966
5,3.0,2452,337200,6037,1966
4,3.0,2456,661000,6037,1978
3,2.0,1559,257353,6037,1959
3,2.0,1479,520771,6037,1958
3,3.0,2013,136946,6037,1963
4,3.0,2174,260209,6037,1965
4,3.0,2338,573000,6037,1959
3,3.0,1698,398080,6037,1957
3,2.0,1699,107430,6037,1960
4,2.0,1680,531226,6037,1958
5,3.0,2137,109927,6037,1958
4,3.0,2173,620930,6037,1949
3,2.0,1435,575000,6037,1946
4,3.0,2512,113856,6037,1962
4,3.0,2329,368890,6037,1968
4,3.0,2324,168637,6037,1964
4,3.0,2829,269500,6037,1974
4,3.0,2375,453524,6037,1970
5,4.0,2834,182498,6037,1976
4,2.0,2222,163126,6037,1973
5,3.0,2821,670949,6037,1963
4,3.0,2646,472230,6037,1958
5,3.0,2593,721000,6037,1969
5,3.0,2940,800978,6037,1965
4,3.0,2914,750643,6037,1984
4,3.0,3013,688396,6037,1980
4,3.0,2622,713854,6037,1979
4,3.0,2273,641000,6037,1973
4,2.0,1352,312334,6037,1954
3,2.0,1220,383997,6037,1953
3,3.0,1654,454123,6037,1953
2,2.0,1320,184991,6037,1928
3,2.0,2055,253230,6037,1949
5,4.0,3024,541818,6037,1976
4,3.0,2473,610095,6037,1976
3,3.0,1684,414503,6037,1955
3,2.0,1914,539720,6037,1951
4,2.0,2563,411982,6037,1952
4,2.0,1914,459956,6037,1952
5,3.0,2604,504490,6037,1977
3,2.0,1296,196450,6037,1960
3,2.0,1535,321780,6037,1960
4,3.0,2681,647729,6037,1964
3,3.0,2424,199210,6037,1958
3,2.0,1690,348925,6037,1955
4,2.0,1554,354669,6037,1956
3,3.0,2713,528240,6037,1947
3,3.0,1959,262789,6037,1962
3,3.0,1975,213763,6037,1961
4,2.0,1751,463680,6037,1957
3,3.0,1844,267213,6037,1956
3,3.0,2001,444035,6037,1954
3,2.0,2043,492377,6037,1956
4,2.0,1764,248374,6037,1960
3,2.0,1217,314466,6037,1956
4,2.0,1760,450455,6037,1958
3,2.0,1627,393181,6037,1959
4,3.0,1589,532592,6037,1956
4,2.0,1570,343275,6037,1960
3,3.0,2112,559000,6037,1958
4,2.0,1601,74263,6037,1953
3,2.0,1496,371362,6037,1953
3,2.0,1626,329003,6037,1962
4,2.0,1346,238362,6037,1955
3,2.0,1406,345063,6037,1956
4,3.0,1822,296302,6037,1960
3,3.0,1761,114342,6037,1956
3,2.0,1845,334435,6037,1960
4,2.0,1582,174986,6037,1957
3,2.0,1316,451439,6037,1956
5,3.0,2632,307226,6037,1964
3,2.0,1945,407565,6037,1963
4,2.0,1613,67671,6037,1956
3,3.0,1847,81543,6037,1963
3,2.0,1544,376667,6037,1956
4,2.0,2410,316215,6037,1963
4,2.0,1600,227935,6037,1957
4,2.0,2096,372905,6037,1981
3,3.0,1898,244994,6037,1925
5,3.0,1776,288637,6037,1997
4,3.0,2445,350141,6037,1978
3,3.0,2232,261662,6037,1957
4,2.0,1664,264183,6037,1949
4,2.0,1428,68707,6037,1956
4,3.0,1490,90307,6037,1953
3,2.0,1130,180453,6037,1953
4,2.0,1774,70195,6037,1953
3,2.0,1442,74314,6037,1953
3,2.0,1954,436158,6037,1955
3,2.0,1403,276335,6037,1956
3,2.0,1264,188469,6037,1955
3,2.0,1607,60224,6037,1954
3,2.0,1465,280022,6037,1956
4,2.0,1799,62905,6037,1954
4,2.0,1642,66228,6037,1954
4,2.0,1842,405689,6037,1977
3,2.0,1320,174374,6037,1981
4,2.0,1404,299492,6037,1956
3,2.0,1160,197183,6037,1989
3,2.0,1744,314837,6037,1958
3,2.0,1880,100002,6037,1958
3,3.0,1338,101580,6037,1954
3,2.0,1213,198820,6037,1955
3,2.0,1414,211185,6037,1994
3,2.0,2433,624000,6037,1947
2,1.0,897,212097,6037,1958
4,2.0,1766,424567,6037,1958
4,3.0,1616,351773,6037,1955
4,2.0,1670,385400,6037,1955
3,2.0,1523,99324,6037,1956
3,2.0,1341,440200,6037,1951
4,3.0,2389,134924,6037,1954
3,2.0,1312,335497,6037,1954
3,2.0,1264,69642,6037,1955
3,2.0,1592,303028,6037,1955
3,2.0,1448,458000,6037,1956
3,2.0,1437,72223,6037,1954
3,1.0,1148,77356,6037,1952
3,2.0,1236,381636,6037,1950
3,2.0,1229,160047,6037,1954
5,2.0,2236,220004,6037,1953
3,2.0,1250,291263,6037,1955
3,2.0,1122,322045,6037,1960
2,2.0,1222,236043,6037,1952
4,3.0,1440,259748,6037,1960
4,2.0,1374,406330,6037,1953
4,2.0,1603,237704,6037,1951
3,2.0,1217,56283,6037,1952
3,2.0,1219,168585,6037,1953
3,2.0,1666,246190,6037,1953
3,2.0,1266,208274,6037,1954
3,2.0,1217,375642,6037,1954
5,2.0,1891,455000,6037,1952
4,3.0,1627,453000,6037,1952
5,3.0,2017,378786,6037,1952
3,1.0,996,194736,6037,1950
3,2.0,1728,226580,6037,1950
3,1.0,1014,329298,6037,1949
3,1.0,1014,310025,6037,1949
4,3.0,2960,403834,6037,2006
3,2.0,1238,204173,6037,1949
3,2.0,1440,311970,6037,1951
3,2.0,1670,286477,6037,1949
2,1.0,1132,254060,6037,1949
3,1.0,1056,305671,6037,1948
2,1.0,930,350100,6037,1949
4,3.0,1640,216811,6037,1950
2,1.0,806,271951,6037,1950
3,2.0,1365,199932,6037,1951
3,2.0,1643,74305,6037,1951
3,2.0,1424,234339,6037,1950
2,1.0,1079,284461,6037,1950
3,2.0,1046,156424,6037,1950
2,1.0,923,124922,6037,1941
2,1.0,1185,231517,6037,1941
3,2.0,1228,280775,6037,1955
4,3.0,1937,386172,6037,1939
3,2.0,1264,261378,6037,1954
3,2.0,1559,250641,6037,1960
3,2.0,1189,131266,6037,1954
3,2.0,1253,56694,6037,1953
4,3.0,1596,307000,6037,1953
3,2.0,1761,280771,6037,1954
4,2.0,1626,247361,6037,1954
3,2.0,1262,188734,6037,1953
3,2.0,1219,326192,6037,1953
3,2.0,1264,201227,6037,1954
2,1.0,792,57726,6037,1951
4,2.0,1666,301986,6037,1964
3,2.0,1502,227869,6037,1952
3,3.0,1394,274806,6037,1955
3,2.0,1350,64980,6037,1954
4,2.0,1685,499300,6037,1981
4,3.0,2100,290490,6037,1948
3,1.0,879,376000,6037,1953
2,1.0,1357,378000,6037,1950
2,1.0,1164,197221,6037,1951
3,2.0,1340,55037,6037,1947
2,1.0,800,122060,6037,1948
3,2.0,1289,289948,6037,1951
4,1.0,1798,151718,6037,1940
3,2.0,1092,46754,6037,1953
3,2.0,1178,249653,6037,1957
2,1.0,576,266000,6037,1931
2,2.0,1866,266796,6037,1947
2,1.0,795,212119,6037,1940
3,2.0,1537,372790,6037,1915
3,2.0,1354,233616,6037,2005
5,3.0,2025,285713,6037,1949
4,3.0,1583,416252,6037,1940
3,2.0,1264,228978,6037,1956
4,2.0,1729,293904,6037,1979
3,2.0,1358,414350,6037,1955
3,2.0,1376,187989,6037,1955
2,1.0,1101,49029,6037,1954
4,3.0,1748,101513,6037,1955
3,2.0,1496,272785,6037,1965
3,2.0,1489,476300,6037,1959
3,2.0,1087,206776,6037,1952
3,2.0,1572,171191,6037,2003
2,1.0,1002,143123,6037,1954
4,2.0,1262,162740,6037,1955
3,2.0,1679,81960,6037,1958
3,3.0,1534,460923,6037,1997
3,3.0,1764,437989,6037,1998
4,3.0,2472,463943,6037,1998
3,2.0,1358,155388,6037,1956
3,2.0,1358,178766,6037,1955
5,3.0,2606,427596,6037,1997
5,3.0,2603,339814,6037,1965
4,3.0,2152,740000,6037,1967
4,3.0,2641,774664,6037,1978
3,2.0,2058,160222,6037,1957
4,2.0,2243,377417,6037,1959
4,2.0,2199,461039,6037,1961
4,2.0,1882,646000,6037,1958
4,2.0,2343,426607,6037,1959
3,2.0,1807,101028,6037,1960
3,2.0,1436,448286,6037,1960
3,2.0,1818,604000,6037,1965
3,2.0,2100,565000,6037,1962
4,3.0,1803,275868,6037,1946
4,2.0,2065,220220,6037,1980
5,4.0,3376,352026,6037,1966
3,1.0,1078,135043,6037,1950
4,3.0,2343,373122,6037,1990
2,1.0,1174,65643,6037,1951
4,3.0,2137,472090,6037,1983
4,2.0,2252,561558,6037,1964
4,2.0,1804,705000,6037,1963
3,3.0,2669,501984,6037,1987
5,4.0,3436,800000,6037,1989
4,2.0,2308,561025,6037,1974
4,3.0,1973,680000,6037,1985
4,2.0,2068,551842,6037,1979
4,2.0,2068,323490,6037,1978
5,3.0,1904,221999,6037,1965
3,2.0,1680,91524,6037,1976
5,3.0,1904,358338,6037,1965
3,2.0,1316,223303,6037,1959
4,2.0,1305,90820,6037,1962
3,2.0,1134,283804,6037,1962
3,2.0,1106,192300,6037,1962
3,2.0,2067,231783,6037,1960
3,2.0,1650,93353,6037,1963
4,3.0,2736,280120,6037,1955
3,2.0,1602,70158,6037,1961
3,2.0,1320,243894,6037,1971
3,2.0,1378,514535,6037,1953
3,3.0,2050,680629,6037,1957
3,2.0,1338,239755,6037,1956
3,2.0,1561,776649,6037,1955
3,2.0,1519,365304,6037,1957
2,1.0,915,357838,6037,1954
2,1.0,720,369000,6037,1932
3,2.0,1759,73066,6037,1956
3,3.0,2246,472160,6037,1991
2,1.0,1237,460000,6037,1949
2,1.0,672,348000,6037,1932
3,1.0,1020,52209,6037,1950
2,1.0,964,401023,6037,1941
3,2.0,1603,505857,6037,1956
3,2.0,1257,368763,6037,1949
3,2.0,1293,189568,6037,1953
3,2.0,1180,438029,6037,1953
3,2.0,1222,221144,6037,1977
2,1.0,1080,28319,6037,1921
2,2.0,1779,403589,6037,1953
3,2.0,1382,265798,6037,1952
2,1.0,920,212205,6037,1936
2,1.0,1140,437572,6037,1949
3,2.0,1277,348925,6037,1983
2,1.0,1126,159260,6037,1948
3,2.0,1515,471166,6037,1957
4,2.0,1600,343274,6037,1976
2,1.0,1374,208044,6037,1954
3,2.0,1231,166511,6037,1953
3,2.0,1455,416085,6037,1976
3,2.0,1497,408076,6037,1961
3,2.0,1579,255384,6037,1954
2,2.0,1816,166241,6037,1926
3,2.0,1148,295173,6037,1985
2,2.0,1108,207699,6037,1948
3,3.0,1754,533854,6037,1942
2,2.0,1395,416091,6037,1959
3,2.0,1233,421710,6037,1956
3,2.0,1194,321758,6037,1953
2,1.0,946,290755,6037,1952
3,2.0,1140,50073,6037,1960
3,3.0,1583,373122,6037,1983
3,2.0,1584,225161,6037,1979
3,2.0,1635,556700,6037,1964
2,1.0,835,155100,6037,1953
2,1.0,1062,39920,6037,1947
4,3.0,1826,357549,6037,1960
3,2.0,1580,409034,6037,1959
4,3.0,2070,461726,6037,1967
3,3.0,1833,388919,6037,1943
3,3.0,2251,399938,6037,1981
2,1.0,1202,581000,6037,1947
3,1.0,1055,381529,6037,1953
3,2.0,1438,477166,6037,1958
3,1.0,1231,526000,6037,1954
4,3.0,2087,78320,6037,1965
3,2.0,1172,93525,6037,1957
5,2.0,1624,419388,6037,1964
3,1.0,891,32050,6037,1956
2,1.0,1282,39918,6037,1940
3,1.0,1762,367000,6037,1948
3,1.0,1066,60847,6037,1954
5,3.0,1820,245375,6037,1957
4,3.0,1761,228987,6037,1971
4,2.0,1150,335032,6037,1956
4,3.0,1607,423753,6037,1959
